transcript,label
 regarding your COVID-19 release payment.,0
 and you can reach me at my state.,0
 Signed phone number 855,0
 228478,0
 one and it's my job to make...,0
 you are aware that because you qualified for...,0
 release payment. You also qualify.,0
 for the new debt relief program.,0
 The primary focus of this program is to program.,0
 by student loan debt relief by either,0
 significantly reducing the amount you owe.,0
 or eliminating it all together.,0
 This was just passed by the Biden.,0
" in administration, actively known as",0
 We see that you have not...,0
 enrolled in this free program. So please.,0
 Give me a call and I will make sure.,0
 your form is submitted. It takes five minutes.,0
 My State Assign Phone Number,0
 85522,0
 84781.,0
 And this call has been marked complete.,0
 by State Agent Mary Martello.,0
 Agent number 5568.,0
 Talk with you soon. Take care.,0
" Hello, this is Mary Martello.",0
" Hello, this is Mary Marchello.",0
 Regarding your COVID-19 release payment.,0
 and you can reach me at my state,0
 sign phone number 844,0
 877-012,0
 and it's my job to make.,0
 you aware that because you qualified for,0
" release payment, you also qualify.",0
 for the new debt relief program.,0
 The primary focus of this program is to,0
 by student loan debt relief. Bye.,0
 and they're significantly reducing the amount you are.,0
 or eliminating it all together.,0
 This was just passed by the Biden.,0
" Administration, actively known as",0
 Biden care. We see that you have not,0
 enrolled in this free program. So please.,0
 give me a call and I will make sure,0
 your form is submitted. It takes five minutes.,0
 My State Assigned Phone Number,0
 844-877,0
 then 0123.,0
 And this call has been marked complete by...,0
" Agent Mary Martello, Agent",0
 Number 5-5-6-8.,0
 Talk with you soon. Take care.,0
" So, this is Mary Martello.",0
" Hello, this is Mary Martello.",0
 Regarding your COVID-19 release page.,0
 and you can reach me at my speed,0
 assigned phone number 855,0
 2-2-8-47.,0
 8-1 and it's my job.,0
 make you aware that because you qualify,0
" for a release payment, you also call...",0
 for the new Get Belief program.,0
 The primary focus of this program is,0
 to provide student loan debt relief.,0
 either significantly reducing the amount you want.,0
 or eliminating it all to,0
 This was just passed by the...,0
" Administration, actively known.",0
" As Biden cares, we see the true of",0
 not enroll in this free program.,0
 Please give me a call and I will make sure,0
 your form is submitted. It takes five,0
 My State Assigned for Now.,0
 Number is 85522.,0
 84781.,0
 And this call has been marked complete.,0
 State by State Agent Mary Marchello.,0
 ATINNUMBER 5568,0
 Talk with you soon. Take care.,0
" Hello, this is Mary Martello.",0
" Hello, this is Mary Martello.",0
 regarding your COVID-19 release payment.,0
 and you can reach me at my speed of...,0
 sign phone number 844,0
 877-012,0
 and it's my job to me.,0
 you are aware that because you qualified for,0
 release payment. You also qualify.,0
 for the new debt relief program.,0
 The primary focus of this program is to,0
 by student loan debt relief by I,0
 significantly reducing the amount you owe.,0
 or eliminating it all together.,0
 This was just passed by the Biden.,0
 Administration actively known as,0
 We see that you have not...,0
 involved in this free program. So please.,0
 Give me a call and I will make sure,0
 your form is submitted. It takes five minutes.,0
 my state assigns phone number,0
 844-877,0
 0123.,0
 And this call has been marked complete by...,0
" Agent Mary Martello, Agent",0
 Number 5-5-6-8.,0
 Talk with you soon. Take care.,0
,0
,0
,0
,0
 Hello? This?,0
 This is Mary Marchello. Hello. This is...,0
 is Mary Marcello. Regarding your co-,0
 19 relief payload and you can,0
 reach me at my state of sign phone number.,0
 844-877,0
" 1,0123.",0
 And it's my job to make you aware that,0
 because you qualified for a release payment.,0
 You also qualify for the new debt.,0
" theوبil stay young and being clean. So, per temporality is treated",0
 The focus of this program is to provide student...,0
 certainly by either significantly,0
 reducing the amount you owe or a,0
 eliminating it all together. This would be...,0
 just passed by the Biden administration.,0
 actively known as BidenCare.,0
 We see that you have not enrolled in this book.,0
 program. So please give me a call.,0
 and I will make sure your form is submitted.,0
 It takes five minutes.,0
 The state assigned for number is 8-4.,0
" 4, 877, 0...",0
 one two three and this coral has been,0
 The March Complete by State Agent Mary.,0
 Mary Martello .. Agent Number 5-.,0
 5-6-8. Talk with you soon.,0
 Take care.,0
,0
 Please listen carefully.,0
 Additional insurance benefits are now available.,0
 for recipients of Medicare Part A and,0
" This will include dental,",0
 and prescriptions that were not previously covered.,0
" to speak with your representative, press five.",0
 on your phone now. Thank you.,0
,0
,0
,0
,0
 Finished to make it like this. Thanks for watching.,0
 that is intended for.,0
 Calder on.,0
 All lines are monitored and recorded for the integrity of the,0
 of this company. Press one for more information.,0
 Your name and social security number.,0
 have come up in an investigation in our office.,0
 Not pressing one could result in our office.,0
 moving forward through your county or state of residence.,0
 You can't hit the batteries here and I will show you guys behind this Hurray engine. Your front seats are open only. Let me try to press the roof keys.,0
,0
,0
,0
 Congratulations on your excellent pain at it.,0
 You now qualify for a zero.,0
 and interest rate on all your credit card accounts.,0
 This is a limited time offer and you must...,0
 responded immediately. Press 1 now to...,0
 to our qualification department and complete the,0
 enrollment process.,0
 on your excellent payment history. You now...,0
 qualified or a 0% interest rate on...,0
" All your credit card accounts, this is a limited time.",0
 offer and you must respond immediately. PEP!,0
 One now to speak to our qualification department.,0
 and complete the enrollment process.,0
 your social security number is going to be,0
 been for committing some fraudulent and suspicious.,0
 of activity in a state of Texas.,0
 so to find out more information and to resolve,0
 the timely press one.,0
 Attention! This call is from social...,0
" Social Security Administration, in uniform either.",0
 your social security number is going to be...,0
 for committing some progeny in suspicious,0
 activity in a state of Texas.,0
 So to find out more information and to resolve it.,0
 time we press one,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
 We'll get disconnected in 30 minutes due to a...,0
 pending balance on the account. Please.,0
 Call the direct film department number 800.,0
,0
" to avoid bioshooping 0.882, the reversed",0
" connection. Again, the number",0
 is 800 477,0
 0882,0
 Do you want to speak to a live agent press one?,0
 Thank you for choosing from Centerport Enter,0
 Good bye.,0
" Hello, this is Jessica.",0
 Call. Time to stay home.,0
 Stay safe and stay home.,0
 home.,0
 Attention! This call is from social...,0
 Security Administration to inform you.,0
 that your social security number is going to be...,0
 as approved of a digital,0
 and the state of Texas.,0
 So to find out more information than to read,0
 It's all the tiny press one.,0
,0
,0
,0
,0
,0
 Please listen carefully. After the election.,0
 the federal government suspended student loan.,0
 payments until the end of the year. This means you will...,0
 will need to pay back the balance of your student loans after...,0
 the suspension is over starting January 1st.,0
 A petition is set to be filed.,0
 and your behalf to extend the suspension of payments in,0
 definitely meaning you would have a permanent zero,0
 dollar balance. Press 5 when your phone now if...,0
" If you're with NellNet, Naviant, Great Lakes, or...",0
 Fed loans. Press 7 if you're serving,0
 The officer was not listed. Thank you.,0
,0
 Please listen carefully after the election.,0
 the federal government suspended student loan.,0
 payments until the end of the year. This means you will...,0
 will need to pay back the balance of your student loans.,0
 the suspension is over starting January 1st.,0
 A petition is set to be filed.,0
 and your behalf to extend the suspension of payments in,0
 definitely meaning you would have a permanent zero,0
 dollar balance. Press 5 when your phone now is...,0
" If you're with NellNet, Naviant, Great Lakes, or...",0
 Fed loans. Press 7 if you're serving,0
 with not listed. Thank you.,0
 to inform you that you will be experiencing a distance.,0
 connection of service today within 30 minutes.,0
 You do not paint it on the account. Please...,0
 contact building headquarters as soon as possible.,0
 to avoid surface interruption at. One.,0
" 800, 530L",0
" 3097, let's begin that...",0
 1-800,0
" 530, 3097",0
 once again that number H. 1,0
 800-53O,0
 3097. Thank you.,0
 to your account before the next billing cycle.,0
 Congratulations on your excellent pain.,0
 the history. You now qualify for a zero,0
 interest rate on all your credit card accounts.,0
 This is a limited time offer and you must receive.,0
 immediately. Press 1 now to speak to,0
 our qualification department and complete the enrollment.,0
 process.,0
" Ornty, since we have not gotten the response.",0
 We are giving you a final courtesy call before we close out.,0
 your file. Press 2 to be put on or do not...,0
 or press 1 to speak to someone,0
 about possibly extending or reinstating your car's,0
" Again, press 1.",0
 to speak to a warrant you specialist.,0
 A little bit call is from the party.,0
 a Federal Reserve System.,0
 The reason of this particular phone call...,0
 is we are going to suspend your bank.,0
 out because we have a found some,0
 and suspicious activity. So if you want to...,0
 want to know about this case just.,0
 and talk to officer regarding,0
 a enought.,0
,0
,0
,0
,0
 A little bit of call is from the party.,0
 a Federal Reserve System.,0
 The reason of this particular phone call...,0
 is we are going to suspend your bank.,0
 out because we have a found some,0
 and suspicious activity. So if you want to...,0
" I want to know about this case just, press.",0
 and talk to the officer regarding the,0
 is in models case.,0
,0
,0
,0
,0
 모든 것 가을 선節까지,0
" No copyrighted review, yet.",0
 Don't let them undeclab anything!,0
,0
" Okay, okay, fine, fine, fine.",0
,0
 Only I know won't make it simple.,0
 Thanks long andлушайUp this area Ivy!,0
 Hello.,0
,0
,0
,0
,0
 Hello. This is Jessica.,0
 Just call. Time to stay home.,0
 Stay safe and stay home.,0
 home.,0
 I- I-,0
 This is Brian Lee calling on behalf of the National Home.,0
 project.com. How are you today?,0
,0
 This is to notify you that,0
 to our Social Security number has been,0
 compromised so to find out,0
 more information and to get connected with the,0
 with an office of press 1 by repeat.,0
 Press want to get more details.,0
 Thank you.,0
,0
,0
,0
,0
" Hi, I'm calling you from your satellite team.",0
 provider to let you know that your account is quality.,0
 for 50% off in order to,0
" Paying the discount, kindly call us back on the number",0
 you see on your caller ID. Thank you and,0
 have a great day.,0
" Hello, this is Jessica.",0
 Call. Time to stay home.,0
 Stay safe and stay home.,0
 Europe.,0
,0
 Please listen carefully. A recent loss.,0
 Now requires the IRS to settle all old.,0
 tax debts that U.S. residents currently have.,0
 This means you do not need to pay back your past due to the,0
 taxes as they are temporarily non-collectable.,0
 and will be forced into settlement on your behalf.,0
 Press 5 on your phone now if you prefer to have a,0
 your settlement statement sent to you via mail.,0
 Press 7 if you prefer to have your settlement letter sit.,0
 via email. Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
,0
,0
 Please listen carefully. Last year the,0
 Federal government had suspended student loan payments.,0
 The suspension has been granted 30 more days.,0
 This means you will need to pay back the balance of your-,0
 student loans after the suspension is over starting.,0
 February 1st. A petition is set to be,0
 filed in your behalf to extend the suspension of payment.,0
 indefinitely meaning you would have a permanent,0
 zero dollar balance. Press five on your phone.,0
" Now if you're with Nellnet, Naviant, great legs.",0
 or Fed loans. Press 7 if your servicer was a,0
 not listen. Thank you.,0
,0
" Hi, I'm calling you from APNC Direct.",0
 to let you know that your account is qualified for.,0
 50% off in order to obtain the,0
 This count kindly call us back on the number you see on the screen.,0
 and your caller ID. Thank you and have a great day.,0
,0
" Hi, I'm calling you from AT&T D-",0
 to let you know that your account is qualified.,0
 from 50% off in order to obtain the,0
 the discount. Kindly call us back on the number you...,0
 be under caller ID. Thank you and have a great day.,0
 Okay.,0
 Fivities detected on your ICloud account,0
 and security has been breached due to unauthorized.,0
 Do not accept even those fellow dogs. Be strong and make sure you take the help of PH trained. Don't challenge your Aunque son in fient глаза. To put them in the desk to hide,0
 Please do not access your any finance.,0
" To be continued, follow Instagram, email, and Facebook.",0
 your devices for security reason until the right click.,0
 While the count will not get fixed.,0
 Press 1 to talk with Apple Support. Thank you.,0
 Thank you.,0
,0
,0
,0
,0
,0
 Thank you for calling after you are speaking.,0
" Daniel Cooper, homie, how are you today?",0
 Daniel Cooper where you located,0
 После вы تعелли для ocancy,0
 Oh really? I live very near...,0
 nearby.,0
 So are you at the old camp?,0
 The campus or the new campus.,0
,0
 Hello. This is Jessica.,0
 Call. Time to stay home.,0
 Stay safe and stay home.,0
 home.,0
 Hello? This is Jessica.,0
" Oh, time to stay home.",0
 They say and say,0
 home.,0
" Hello, this is Sarah from Discover.",0
 I am calling in regards to rate expiration.,0
 We've been trying to reach you as your eligibility.,0
 for rate reduction is about to expire.,0
 Press one for more information or hang up this call.,0
 Oh.,0
,0
 Thank you.,0
 for holding the liner where you're doing.,0
 5,0
 race.,0
 you are responding to get a little variation in the...,0
 It's really cold right? Right?,0
" All right, it's not for the",0
 qualification I just want to make sure,0
" When this record is going to be expired, what's that?",0
 No it ain�t. Tie it? Tie it. Can you hear that? Yeah.,0
 several cards that now,0
 You said you were high discovered?,0
" Yes, we are.",0
 Ciao !,0
 Are you referring to my research?,0
 ever heard are you gonna get me,0
 lost my neck now,0
 I'm gonna give you a lower inch.,0
 this right on all of the clarity card whatever you,0
" Yeah, so leave that mess.",0
 or discover. Right? And here you can see...,0
 that you are maintaining your payments on time.,0
 last six to eight months and you never,0
 the attainment and fact most of their time.,0
 you try to play more than the minimum payment.,0
 correct right,0
" All right, so that's the only one reason.",0
 that you are perfectly qualified to get a lower...,0
,0
 It's charged. It's more than 10%,0
 believe you know that correct? yeah,0
 All right. So today's.,0
 gonna drop down the interest rate left,0
 and 6% up to 0.,0
 After that you are playing your both must cuter and...,0
 my posture好啦 ready?,0
 Okay,0
 It's enough for the qualification. I just want to make...,0
" sure, which of the credits code do you pay the high?",0
 I am so straight right now when we should have a high balance.,0
 right now which card is that?,0
" Well, I don't know what the",0
 My battery died at 1 mm.,0
 Sabrイワ滅,0
 And when does the cabero one car is going to be?,0
 and check it out by expression date on it.,0
 one have here it seems very slight,0
 in 2023.,0
 Which mod is that? Me.,0
 Okay.,0
,0
,0
" I'm gonna do, I'm gonna pull out the roof.",0
 been in statement for you and I will let you know that,0
 current balance zero on that account and the last,0
 side again for this experiment I,0
 the,0
 Doesn't your radish come out of your pan?,0
 this radio I'm gonna get on your tap with the one left.,0
 the corner right? okay,0
" Alright, it's enough for the cold to get...",0
 for the verification you have to weaken,0
 from the card number over the recorded 9.,0
 Starting with 5178. You have a same code.,0
 to the front of the car.,0
 Yeah.,0
" Okay, so kindly go ahead and begin from with the cord now.",0
 over the recorded line from beginning from 5.,0
 It doesn't start with 5.7A.,0
,0
 So that's a re recruiting absolute mask...,0
 car which is a Visa card.,0
" Oh, that's a really good alright.",0
 So you have to reach in front of the card number from 4.,0
 Agora,0
 I can't give my card number out over the phone.,0
 I got your,0
 but it just works for the verification.,0
 You have to reconform the cart number over the recorded...,0
,0
 number out on the phone. If you have all the,0
" Alright, alright. Okay.",0
 I bet your point is perfect.,0
" and line totally fine, the fermic Ford HTy mo t",0
 and I highly appreciate it for this but,0
" It's just for the verification, alright.",0
 So you are not still comfortable to give the card number.,0
" of the recorded lines, so you have to listen.",0
 only the last four digit of the,0
 You need to make sure you have the firemen.,0
 off right turn on that account and it's not,0
 and this card is now setable to call in code.,0
 Right? So you have to verify the last...,0
 or did you? What's that tell me? What's...,0
 What's the name of your company? You have a web.,0
 side I can go to.,0
,0
 Please listen carefully. Last year the f-,0
 Federal government had suspended student loan payments.,0
 This suspension has been granted 30 more days.,0
 This means you will need to pay back the balance of your-,0
 student loans after the suspension is over starting.,0
 February 1st. A petition is set to be,0
 filed in your behalf to extend the suspension of payment,0
 indefinitely meaning you would have a permanent,0
 zero dollar balance. Press five on your phone.,0
" Now if you're with Nellnet, Naviant, Great Lakes.",0
 or Fed loans. Press 7 if your servicer was not...,0
" out, listen, thank you.",0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Hello, I am an Artificial Intelligence.",0
 notification bot. The purpose of,0
 this call is to make you aware that is a US,0
" President, you are now able to take advantage of all of this.",0
 alternative federal student loan repayment options.,0
 and hardship programs. These programs,0
 are only for individuals who have less than 100%,0
" $160,000 in federal students'",0
 own depth. Having dead obligations make all...,0
 the hardship when added to your overall monthly bill.,0
 using our automated approval technology.,0
 You are now able to obtain enrollment and,0
" information, based on your current situation.",0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Hello, I am an Artificial Intelligence.",0
 notification bot. The purpose of,0
 this call is to make you aware that is a US RUN,0
" President, you are now able to take advantage of all of this.",0
 alternative federal student loan repayment options.,0
 and hardship programs. These programs,0
 are only for individuals who have less than 100%,0
" $160,000 in federal students'",0
 own death. Having dead obligations make all...,0
 a hardship when added to your overall monthly bill.,0
 using our automated approval technology.,0
 You are now able to obtain enrollment and,0
" information, based on your current situation.",0
,0
,0
" Hello, I am an Artificial Intelligence.",0
 notification bot. The purpose of,0
 this call is to make you aware that is a US RUN,0
 You are now able to take advantage of all of this.,0
 alternative federal student loan repayment options.,0
 and hardship programs. These programs,0
 are only for individuals who have less than 100%,0
" $160,000 in federal students'",0
 own depth. Having dead obligations make all,0
 a hardship when added to your overall monthly bill.,0
 using our automated approval technology.,0
 You are now able to obtain enrollment and...,0
" information, based on your current situation.",0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Hello, I am an Artificial Intelligence.",0
 notification bot. The purpose of,0
 this call is to make you aware that is a US,0
" President, you are now able to take advantage of all of this.",0
 alternative federal student loan repayment options.,0
 and hardship programs. These programs,0
 are only for individuals who have less than 100%,0
" $160,000 in federal students'",0
 own death. Having dead obligations make all...,0
 the hardship when added to your overall monthly build.,0
 using our automated approval technology.,0
 You are now able to obtain enrollment and,0
" information, based on your current situation.",0
,0
,0
" Hi, this is Daniel from Amazon Customers.",0
 service. We have seen a recent order number.,0
 AMV0987. Bye bye.,0
" on the 11 Pro on your account, which is build on",0
 your car to attach to your Amazon account.,0
 The amount charged in 1490.,0
 We notice some suspicion,0
 activity on your account. So we have put,0
 and hold to this transaction. Please press 1.,0
" 1 now. And to report, please press 2.",0
 Thank you.,0
,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 ahhhh,0
,0
" Hello, you have reached...",0
 the Central Processing Center for IRS.,0
 I am a virtual,0
 that can help direct your call. How can I...,0
 help you. You can say things like responding.,0
 to a text or returning a phone call.,0
,0
,0
,0
,0
,0
,0
 Great!,0
 and,0
,0
,0
 UGGGH...,0
,0
" Hello, you have read...",0
 the Central Processing Center for IRS.,0
 backtacks negotiations. I am a virtual,0
 that can help direct your call. How can I...,0
 help you. You can say things like responding.,0
 to a text or returning a phone call.,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
 Great!,0
arial?,0
,0
,0
 ah,0
,0
" Hello, you have read...",0
 the Central Processing Center for IRS.,0
 I am a virtual,0
 that can help direct your call. How can I...,0
 help you. You can say things like responding.,0
 to a text or returning a phone call.,0
,0
,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
 Great!,0
 and,0
,0
,0
Appraordio,0
,0
" Hello, you have read...",0
 the Central Processing Center for IRS.,0
 back-tax negotiations. I am a virtual,0
 system that can help direct your call. How can I...,0
 help you. You can say things like responding.,0
 to a text or returning a phone call.,0
,0
,0
,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
 Great!,0
 and,0
 Department of Social Security Administrative...,0
 The reason you have received,0
 This phone calls to my department.,0
 form you that there's a legal enforcement action.,0
 filed on your social security number.,0
 for fraudulent activities.,0
" So, when you get this message, I will call...",0
 all back at the earliest possible on our,0
 Number before we begin with the legal proceedings.,0
 985,0
 6-0-0. 1-2-0.,0
 Thank you.,0
 Hello. This is Jessica.,0
 Call time to stay home,0
 Stay safe and stay home.,0
 guard?,0
,0
大家好,0
 Yes and high already,0
 Thank you for connecting the cameras on top.,0
 I like using this.,0
 I'm alright.,0
" Yeah, that's that's what",0
 and I'll place the video with that email.,0
 up on EFIN I make same betweenюда & Eらい Video,0
 and it's very well combined so far. See you next time!,0
 I don't know what you're referring to.,0
 All right.,0
 So let me explain to you from this college all about,0
order,0
 And every single user sent me this link.,0
" Oh, so it's always fair.",0
 écrit,0
 What the goddamn night tan?,0
" So if you remind the call to you, do you want to do it?",0
" If you can confirm that folder, I do want to add it.",0
 and cancel that border and stop that phase.,0
 Time recording this call.,0
 I need evidence,0
 that you really are from Amazon.,0
 Thanks for watching!,0
 Just go ahead and check the oil filter. We are all ready.,0
 By sending you an email on the connected agrees,0
 Let's go ahead and take two vehicles.,0
 and let me tell you one thing.,0
 this also called adetour in here,0
 But you don't need to worry about anything.,0
 I don't have...,0
 record of an email from Amazon. What address?,0
 that you started doing.,0
 but there I think,0
 Somebody else is using your Amazon.,0
 and that's the only reason.,0
 why we are calling you because,0
 You have been posted an iPhone X,0
 this format of the Amazon. That's the...,0
 Sound the reason why we are calling this day.,0
" Okay, well, you're right. I didn't...",0
 I didn't buy an iPhone.,0
 Gewinn beide ein iPhone,0
 Correct.,0
" Oh, I",0
" So, I understand but the ahh we are ...",0
 We are seeing in our database,0
 This is your number 3408.,0
 Oh..,0
 5 is that your number? Yes it is.,0
 around the,0
 Number is registered to our,0
 and this number has been purchased in IPE.,0
 with some special effects of our ammo box and that.,0
 not only reason why we are calling you because of,0
 money is also limited from your account.,0
" Okay, well that...",0
 That's wrong because I didn't order.,0
エナイト,0
" I told you already, I think.",0
 somebody else is using your Amazon account and,0
,0
 Aboriginal Éfem,0
" Well, you sound...",0
 like you know more about this than I do.,0
 I told you I did not order.,0
 and eyeball.,0
 OK understood,0
 so I totally understand your constant.,0
 lecture in our detailed page here.,0
 The number will not replace you with other lenses.,0
" screw in the hose, because the other guy was watered in.",0
 have been potion. bro,0
 also viele Nuanceitenaben zu dir fast.,0
 go ahead and cancel that order.,0
 and stop that experiment because the money is...,0
 going to your account.,0
 That's the only reason why we are following you and informing you.,0
" You get to say... Okay, well...",0
 I don't see that iPhone in my M.,0
 wont move on orders Shim Shouldn't get back,0
" or you don't feed that iPhone in here, I'm not joking.",0
 notice it so it will be swinging,0
 actually should be up 4 or 5 or,0
 So there is now going to flip.,0
 и RJid.,0
 Go ahead with that 15 method and then before,0
 and proceed that part how to use it.,0
,0
" Well, what can I do?",0
 about it.,0
 I need your...,0
 because the money is going to be yours.,0
" Then you will face some romantic helltheads, according to Matthewsaq. It is so everyone seems to be qu coasterhole So please així",0
 Jadi sudah memiliki saya di Londonолотaze kita,0
 I do want to go ahead and cancel that.,0
" 10 minutes of SQL file control, and stop the frame trains. That's all done.",0
" Yeah, I do",0
" Alright, so you want to...",0
 That's 4A fluid and you stop that заметableiger.,0
 I want to cancel that parcel and...,0
 Stop that payment.,0
 And that was very stressful for a enough,0
 to cancel that part so I'm stop that saving.,0
 You need to be... You go...,0
 and connect your computer to our Amazon.,0
 and then our Amazon will be,0
 provide you a life-cancelating form on.,0
" hier kommt Sie das Bild, hittbullitsu mit dem Colin.",0
 just verify that cancellation.,0
 from by your side and then we go ahead and,0
 It channeled us for through ama stop direction.,0
 and then insert in front of the two naked eyes.,0
 Okay.,0
 So I do believe so.,0
 you in front of the computer right now so we can have it.,0
 can't serve your hammers that far sweet.,0
" Alright, so what do you see on the SMB that is changing this?",0
 Can you please inform me that? Hi.,0
 I see my Amazon account.,0
 Alright so just today,0
 I will racedin all the way to ramp excellence,0
 وراما نفراکی ایک تک صننی так I,0
 and for D have a beautiful tone brow to do.,0
 Yeah,0
 Ale kde je skolapně důvrvom?,0
 Yes?,0
 All lump,0
 connections. P,0
" Wir sind hier, auch wieder, wir sind hier. Wir sind hier.",0
 You're right now at the moment.,0
 so now you need to be tight forward.,0
 If you see that the white shirt at this side,0
 We decide something and first something.,0
 Yeah,0
 So you need to be tight over there.,0
 W-W-W-W-W-W-W.,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
 Are you looking?,0
 Yes?,0
" Alright, so you can be too big type over there.",0
" Now be upset that you did that, you did that, you did that.",0
 e ensinamos o sujeito do ojolo.,0
 Only the letter T,0
 The alphabet is he as empty....,0
 Time to do Ready,0
 and then you need to be tight over here,0
 Music,0
 Uh-huh.,0
 and then as,0
 an Alive orthography.,0
 Uh-huh.,0
 عاما حظم Repeat,0
 Yes?,0
 We as we look go it up,0
 Uh-huh.,0
 look you're going to send me to the your,0
 not going to go there. Okay? I know you're not Amazon.,0
 on. Third eye. Third eye.,0
" I know. I know. Yes, please.",0
 and I,0
 I feel bad for you.,0
" criminal. Listen, and I wish if you I",0
 listen to music. Let's hear it till there's something.,0
 Let me flank you.,0
" If you think it's a scam, you won't.",0
 Why would I talk to the user? Instant of...,0
" So I think for you, I would simply go ahead and",0
 because the money is with me.,0
 I'm not a scientist.,0
 getting very imp越なd mixed up Deixa tu normal and in the,0
" Esse所 diz tudo, básicamente é como aняя tying, já copper e nada, numa armuridade,",0
 mehrkt und kurztier,0
 singing our beat up simulated,0
 You just got ..,0
 I just want to get a counter and that's all the reason.,0
 while you are already cartridge,0
 do anything that we go ahead and dispatch that file.,0
 and you will be charged 60...,0
" he said he'll go live, come him dude. Don't say noora, because he's a super monkey.",0
 you,0
 deal with that if that happens.,0
" All right, sir. And thank you for...",0
" the intro, have a great day, but we'll have a bit of work to do.",0
 It's a powerful computer and you will be touched.,0
 $600 after 24 hours.,0
" will see in your bank statement. And that time,",0
" please, sir, please, please",0
 do not blame all our company because we are,0
 already giving you that reminder call.,0
,0
 It's an interesting.,0
 I'm sure that it works with some people or you wouldn't.,0
" do it, but you have to know.",0
" as a human being, that...",0
 You are evil and,0
 And I wish you would find something else to do.,0
 you to kill the deer father,0
 There uh,0
 I mean it's just sad.,0
 I don't know whether you...,0
 don't have an education whether or not.,0
 jobs for you in the country that you're in.,0
 I have a education I do.,0
 I'm doing the work today. It's my job.,0
,0
 Ha Lik Sis.,0
 will pay me to adjust that shop.,0
 Because of this,0
 I'm doing a chop right now.,0
 I know you're trying to say that.,0
 and match.,0
 That's what you do. Bye-bye.,0
" I just, it's just how it is all sad.",0
 I'll just start working on it. You know what I think?,0
 I think I'm done. I'm done with...,0
 I simply go ahead and hang up,0
 this call right now and after 20 before that,0
 you will see your back statement you will be,0
 done<|en|>,0
 Sir do not blame all the company sir.,0
" Alright, and thank you for finishing. Have a great day.",0
 I hope that you're right.,0
 able to find some station and life that is...,0
 more fulfilling for you. It's very sad.,0
 I will have a party. You don't need to tell me what.,0
" You got to watch your other videos this fully... you are going to pay... you dropped your phone away with a T- depreciation..."" You do need the ticker that spits your где",0
 the Department of Social Security and Minimum.,0
 the reason that you have this feeling.,0
 the position on this phone called Umar,0
 and form you that there's a legal enforcement action.,0
 and filed on your social security number.,0
 for fraudulent activities. So...,0
" When you get this message, kindly call.",0
 back at the earliest possible on our number.,0
 34 we begin with the lethal proceeding set in,0
 985,0
" Comment below this video tutorial. Like, share, ... ... ... ... ... ... ... ... ... ...",0
 Thank you.,0
 and,0
 January 38.,0
 I'll see you in the next video.,0
いつでも良かったり期待いくか,0
,0
 inclined it seems like here's any st,0
 So you cursed where I should drink,0
 hot yesdrum,0
,0
,0
,0
,0
 wolf,0
 No! You're an idiot.,0
 퇴육! 퇴육!,0
" 5, 9, 9, 9",0
" Oh, fuck. No.",0
,0
,0
 argument and suspicious activity in the state of,0
 So to find out more in...,0
 information and to resolve a kindly press one.,0
,0
 Visual activity in the state of Texas.,0
 So to find out more information and to,0
 Resolve it kindly press 1.,0
 Attention! This call is from social...,0
 Security Administration. Do inform you.,0
 that your social security number is going to be...,0
 spend for committing some fraudulent and suspicious,0
 the activity in the state of Texas.,0
 so to find out more information and to resolve.,0
fiil the tiny press one.,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
,0
